"No.","Time","Source","Destination","Protocol","Length","Source Port","Destination Port","Expert Info","Info"
"10974","174.359354","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=61818 Win=128192 Len=0 TSval=1226151212 TSecr=383470690"
"10975","174.359354","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=136549 Win=128192 Len=0 TSval=1226151212 TSecr=2356706021"
"10976","174.359354","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=132657 Win=128192 Len=0 TSval=1226151212 TSecr=1256861527"
"10977","174.359354","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=134082 Win=126720 Len=0 TSval=1226151212 TSecr=1256861527"
"10978","174.359395","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=137989 Win=131072 Len=0 TSval=1226151212 TSecr=2356706021"
"10979","174.359422","192.168.1.151","23.44.12.26","TCP","66","53056","443","Chat","[TCP Window Update] 53056  >  443 [ACK] Seq=1697 Ack=134082 Win=131072 Len=0 TSval=1226151212 TSecr=1256861527"
"10980","174.359475","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=61818 Ack=1495 Win=33280 Len=1440 TSval=383470690 TSecr=1226151157 [TCP segment of a reassembled PDU]"
"10981","174.359614","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=63258 Win=131072 Len=0 TSval=1226151213 TSecr=383470690"
"10982","174.359694","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=63258 Ack=1495 Win=33280 Len=1440 TSval=383470690 TSecr=1226151157 [TCP segment of a reassembled PDU]"
"10983","174.359941","23.44.12.26","192.168.1.151","TLSv1.3","1491","443","53058","","Application Data"
"10984","174.359966","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=66123 Win=129600 Len=0 TSval=1226151213 TSecr=383470690"
"10985","174.360101","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=137989 Ack=6988 Win=53760 Len=1440 TSval=2356706021 TSecr=1226151187 [TCP segment of a reassembled PDU]"
"10986","174.361033","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=139429 Ack=6988 Win=53760 Len=1440 TSval=2356706021 TSecr=1226151187 [TCP segment of a reassembled PDU]"
"10987","174.361064","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=140869 Win=129600 Len=0 TSval=1226151214 TSecr=2356706021"
"10988","174.361251","23.218.154.86","192.168.1.151","TLSv1.3","1506","443","53055","","Application Data [TCP segment of a reassembled PDU]"
"10989","174.361294","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=142309 Win=131072 Len=0 TSval=1226151214 TSecr=2356706021"
"10990","174.361458","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=66123 Ack=1495 Win=33280 Len=1440 TSval=383470690 TSecr=1226151157 [TCP segment of a reassembled PDU]"
"10991","174.361676","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=67563 Ack=1495 Win=33280 Len=1440 TSval=383470690 TSecr=1226151157 [TCP segment of a reassembled PDU]"
"10992","174.361697","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=69003 Win=129600 Len=0 TSval=1226151214 TSecr=383470690"
"10993","174.361904","23.44.12.26","192.168.1.151","TLSv1.3","1506","443","53058","","Application Data [TCP segment of a reassembled PDU]"
"10994","174.361946","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=70443 Win=131072 Len=0 TSval=1226151214 TSecr=383470690"
"10995","174.362091","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=70443 Ack=1495 Win=33280 Len=1440 TSval=383470690 TSecr=1226151157 [TCP segment of a reassembled PDU]"
"10996","174.362310","23.44.12.26","192.168.1.151","TCP","1506","443","53056","","443  >  53056 [ACK] Seq=134082 Ack=1331 Win=31104 Len=1440 TSval=1256861527 TSecr=1226151183 [TCP segment of a reassembled PDU]"
"10997","174.362523","23.44.12.26","192.168.1.151","TCP","1506","443","53056","","443  >  53056 [ACK] Seq=135522 Ack=1331 Win=31104 Len=1440 TSval=1256861527 TSecr=1226151183 [TCP segment of a reassembled PDU]"
"10998","174.362556","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=136962 Win=129600 Len=0 TSval=1226151215 TSecr=1256861527"
"10999","174.362717","23.44.12.26","192.168.1.151","TLSv1.3","1506","443","53056","","Application Data [TCP segment of a reassembled PDU]"
"11000","174.362768","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=138402 Win=131072 Len=0 TSval=1226151215 TSecr=1256861527"
"11001","174.363587","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=142309 Ack=6988 Win=53760 Len=1440 TSval=2356706022 TSecr=1226151188 [TCP segment of a reassembled PDU]"
"11002","174.363782","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=143749 Ack=6988 Win=53760 Len=1440 TSval=2356706022 TSecr=1226151188 [TCP segment of a reassembled PDU]"
"11003","174.363816","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=145189 Win=129600 Len=0 TSval=1226151216 TSecr=2356706022"
"11004","174.364038","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=145189 Ack=6988 Win=53760 Len=1440 TSval=2356706022 TSecr=1226151188 [TCP segment of a reassembled PDU]"
"11005","174.364085","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=146629 Win=131072 Len=0 TSval=1226151216 TSecr=2356706022"
"11006","174.364428","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=71883 Ack=1495 Win=33280 Len=1440 TSval=383470690 TSecr=1226151157 [TCP segment of a reassembled PDU]"
"11007","174.364431","23.44.12.26","192.168.1.151","TLSv1.3","1506","443","53058","","Application Data [TCP segment of a reassembled PDU]"
"11008","174.364468","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=73323 Win=129600 Len=0 TSval=1226151216 TSecr=383470690"
"11009","174.364494","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=74763 Win=131072 Len=0 TSval=1226151216 TSecr=383470690"
"11010","174.364631","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=74763 Ack=1495 Win=33280 Len=1440 TSval=383470690 TSecr=1226151157 [TCP segment of a reassembled PDU]"
"11011","174.364826","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=76203 Ack=1495 Win=33280 Len=1440 TSval=383470690 TSecr=1226151157 [TCP segment of a reassembled PDU]"
"11012","174.364856","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=77643 Win=129600 Len=0 TSval=1226151217 TSecr=383470690"
"11013","174.365102","23.44.12.26","192.168.1.151","TCP","1506","443","53056","","443  >  53056 [ACK] Seq=138402 Ack=1331 Win=31104 Len=1440 TSval=1256861527 TSecr=1226151188 [TCP segment of a reassembled PDU]"
"11014","174.365274","23.44.12.26","192.168.1.151","TCP","1506","443","53056","","443  >  53056 [ACK] Seq=139842 Ack=1331 Win=31104 Len=1440 TSval=1256861527 TSecr=1226151188 [TCP segment of a reassembled PDU]"
"11015","174.365312","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=141282 Win=129600 Len=0 TSval=1226151217 TSecr=1256861527"
"11016","174.366991","23.44.12.26","192.168.1.151","TLSv1.3","1506","443","53056","","Application Data [TCP segment of a reassembled PDU]"
"11017","174.367043","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=142722 Win=131072 Len=0 TSval=1226151219 TSecr=1256861527"
"11018","174.367231","23.218.154.86","192.168.1.151","TLSv1.3","1506","443","53055","","Application Data [TCP segment of a reassembled PDU]"
"11019","174.367422","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=148069 Ack=6988 Win=53760 Len=1440 TSval=2356706023 TSecr=1226151191 [TCP segment of a reassembled PDU]"
"11020","174.367455","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=149509 Win=129600 Len=0 TSval=1226151219 TSecr=2356706023"
"11021","174.367631","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=149509 Ack=6988 Win=53760 Len=1440 TSval=2356706023 TSecr=1226151191 [TCP segment of a reassembled PDU]"
"11022","174.367677","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=150949 Win=131072 Len=0 TSval=1226151219 TSecr=2356706023"
"11023","174.367840","23.44.12.26","192.168.1.151","TCP","1506","443","53056","","443  >  53056 [ACK] Seq=142722 Ack=1331 Win=31104 Len=1440 TSval=1256861529 TSecr=1226151189 [TCP segment of a reassembled PDU]"
"11024","174.368042","23.44.12.26","192.168.1.151","TCP","1506","443","53056","","443  >  53056 [ACK] Seq=144162 Ack=1331 Win=31104 Len=1440 TSval=1256861529 TSecr=1226151189 [TCP segment of a reassembled PDU]"
"11025","174.368070","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=145602 Win=129600 Len=0 TSval=1226151220 TSecr=1256861529"
"11026","174.368254","23.44.12.26","192.168.1.151","TLSv1.3","1506","443","53056","","Application Data [TCP segment of a reassembled PDU]"
"11027","174.368355","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=147042 Win=131072 Len=0 TSval=1226151220 TSecr=1256861529"
"11028","174.368485","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=150949 Ack=6988 Win=53760 Len=1440 TSval=2356706024 TSecr=1226151191 [TCP segment of a reassembled PDU]"
"11029","174.368678","23.218.154.86","192.168.1.151","TLSv1.3","1506","443","53055","","Application Data [TCP segment of a reassembled PDU]"
"11030","174.368707","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=153829 Win=129600 Len=0 TSval=1226151220 TSecr=2356706024"
"11031","174.369471","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=153829 Ack=6988 Win=53760 Len=1440 TSval=2356706024 TSecr=1226151191 [TCP segment of a reassembled PDU]"
"11032","174.369538","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=155269 Win=131072 Len=0 TSval=1226151221 TSecr=2356706024"
"11033","174.369688","23.44.12.26","192.168.1.151","TCP","1506","443","53056","","443  >  53056 [ACK] Seq=147042 Ack=1331 Win=31104 Len=1440 TSval=1256861530 TSecr=1226151189 [TCP segment of a reassembled PDU]"
"11034","174.369897","23.44.12.26","192.168.1.151","TCP","1506","443","53056","","443  >  53056 [ACK] Seq=148482 Ack=1331 Win=31104 Len=1440 TSval=1256861530 TSecr=1226151189 [TCP segment of a reassembled PDU]"
"11035","174.369929","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=149922 Win=129600 Len=0 TSval=1226151221 TSecr=1256861530"
"11036","174.370108","23.44.12.26","192.168.1.151","TLSv1.3","1506","443","53056","","Application Data [TCP segment of a reassembled PDU]"
"11037","174.370148","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=151362 Win=131072 Len=0 TSval=1226151221 TSecr=1256861530"
"11038","174.370270","23.218.154.86","192.168.1.151","TLSv1.3","1073","443","53055","","Application Data"
"11039","174.370306","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=156276 Win=130048 Len=0 TSval=1226151221 TSecr=2356706026"
"11040","174.370495","23.44.12.26","192.168.1.151","TCP","1506","443","53056","","443  >  53056 [ACK] Seq=151362 Ack=1331 Win=31104 Len=1440 TSval=1256861531 TSecr=1226151189 [TCP segment of a reassembled PDU]"
"11041","174.370498","23.44.12.26","192.168.1.151","TCP","66","443","53060","","443  >  53060 [ACK] Seq=10159 Ack=994 Win=31104 Len=0 TSval=348096684 TSecr=1226151158"
"11042","174.370692","23.44.12.26","192.168.1.151","TCP","1506","443","53056","","443  >  53056 [ACK] Seq=152802 Ack=1331 Win=31104 Len=1440 TSval=1256861544 TSecr=1226151196 [TCP segment of a reassembled PDU]"
"11043","174.370731","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=154242 Win=128192 Len=0 TSval=1226151222 TSecr=1256861531"
"11044","174.370731","192.168.1.151","23.44.12.26","TCP","66","53056","443","Chat","[TCP Window Update] 53056  >  443 [ACK] Seq=1697 Ack=154242 Win=131072 Len=0 TSval=1226151222 TSecr=1256861531"
"11045","174.370908","23.44.12.26","192.168.1.151","TLSv1.3","1506","443","53056","","Application Data [TCP segment of a reassembled PDU]"
"11046","174.371135","23.44.12.26","192.168.1.151","TCP","1506","443","53056","","443  >  53056 [ACK] Seq=155682 Ack=1331 Win=31104 Len=1440 TSval=1256861544 TSecr=1226151197 [TCP segment of a reassembled PDU]"
"11047","174.371171","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=157122 Win=129600 Len=0 TSval=1226151222 TSecr=1256861544"
"11048","174.372554","23.44.12.26","192.168.1.151","TCP","1506","443","53056","","443  >  53056 [ACK] Seq=157122 Ack=1331 Win=31104 Len=1440 TSval=1256861544 TSecr=1226151197 [TCP segment of a reassembled PDU]"
"11049","174.372635","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=158562 Win=131072 Len=0 TSval=1226151224 TSecr=1256861544"
"11050","174.372831","23.44.12.26","192.168.1.151","TLSv1.3","1506","443","53056","","Application Data [TCP segment of a reassembled PDU]"
"11051","174.372986","23.44.12.26","192.168.1.151","TCP","1506","443","53056","","443  >  53056 [ACK] Seq=160002 Ack=1331 Win=31104 Len=1440 TSval=1256861544 TSecr=1226151197 [TCP segment of a reassembled PDU]"
"11052","174.373050","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=161442 Win=128192 Len=0 TSval=1226151224 TSecr=1256861544"
"11053","174.373198","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=156276 Ack=6988 Win=53760 Len=1440 TSval=2356706040 TSecr=1226151196 [TCP segment of a reassembled PDU]"
"11054","174.373417","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=157716 Ack=6988 Win=53760 Len=1440 TSval=2356706040 TSecr=1226151196 [TCP segment of a reassembled PDU]"
"11055","174.373433","192.168.1.151","23.44.12.26","TCP","66","53056","443","Chat","[TCP Window Update] 53056  >  443 [ACK] Seq=1697 Ack=161442 Win=131072 Len=0 TSval=1226151224 TSecr=1256861544"
"11056","174.373447","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=159156 Win=128192 Len=0 TSval=1226151224 TSecr=2356706040"
"11057","174.373494","192.168.1.151","23.218.154.86","TCP","66","53055","443","Chat","[TCP Window Update] 53055  >  443 [ACK] Seq=6988 Ack=159156 Win=131072 Len=0 TSval=1226151224 TSecr=2356706040"
"11058","174.373612","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=159156 Ack=6988 Win=53760 Len=1440 TSval=2356706040 TSecr=1226151196 [TCP segment of a reassembled PDU]"
"11059","174.373866","23.218.154.86","192.168.1.151","TLSv1.3","1506","443","53055","","Application Data [TCP segment of a reassembled PDU]"
"11060","174.373900","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=162036 Win=129600 Len=0 TSval=1226151225 TSecr=2356706040"
"11061","174.374026","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=162036 Ack=6988 Win=53760 Len=1440 TSval=2356706040 TSecr=1226151196 [TCP segment of a reassembled PDU]"
"11062","174.374243","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=163476 Ack=6988 Win=53760 Len=1440 TSval=2356706040 TSecr=1226151196 [TCP segment of a reassembled PDU]"
"11063","174.374285","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=164916 Win=128192 Len=0 TSval=1226151225 TSecr=2356706040"
"11064","174.374791","192.168.1.151","23.218.154.86","TCP","66","53055","443","Chat","[TCP Window Update] 53055  >  443 [ACK] Seq=6988 Ack=164916 Win=131072 Len=0 TSval=1226151226 TSecr=2356706040"
"11065","174.375112","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=164916 Ack=6988 Win=53760 Len=1440 TSval=2356706040 TSecr=1226151196 [TCP segment of a reassembled PDU]"
"11066","174.375469","23.218.154.86","192.168.1.151","TLSv1.3","1506","443","53055","","Application Data [TCP segment of a reassembled PDU]"
"11067","174.375507","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=167796 Win=129600 Len=0 TSval=1226151226 TSecr=2356706040"
"11068","174.375558","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=167796 Ack=6988 Win=53760 Len=1440 TSval=2356706040 TSecr=1226151196 [TCP segment of a reassembled PDU]"
"11069","174.375600","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=169236 Win=131072 Len=0 TSval=1226151226 TSecr=2356706040"
"11070","174.375757","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=169236 Ack=6988 Win=53760 Len=1440 TSval=2356706040 TSecr=1226151196 [TCP segment of a reassembled PDU]"
"11071","174.376005","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=170676 Ack=6988 Win=53760 Len=1440 TSval=2356706040 TSecr=1226151196 [TCP segment of a reassembled PDU]"
"11072","174.376037","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=172116 Win=129600 Len=0 TSval=1226151227 TSecr=2356706040"
"11073","174.376184","23.218.154.86","192.168.1.151","TLSv1.3","1506","443","53055","","Application Data [TCP segment of a reassembled PDU]"
"11074","174.376244","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=173556 Win=131072 Len=0 TSval=1226151227 TSecr=2356706040"
"11075","174.376390","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=173556 Ack=6988 Win=53760 Len=1440 TSval=2356706041 TSecr=1226151196 [TCP segment of a reassembled PDU]"
"11076","174.376604","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=174996 Ack=6988 Win=53760 Len=1440 TSval=2356706041 TSecr=1226151196 [TCP segment of a reassembled PDU]"
"11077","174.376635","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=176436 Win=129600 Len=0 TSval=1226151227 TSecr=2356706041"
"11078","174.376804","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=176436 Ack=6988 Win=53760 Len=1440 TSval=2356706041 TSecr=1226151196 [TCP segment of a reassembled PDU]"
"11079","174.376863","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=177876 Win=131072 Len=0 TSval=1226151228 TSecr=2356706041"
"11080","174.378418","23.44.12.26","192.168.1.151","TLSv1.3","1506","443","53058","","Application Data [TCP segment of a reassembled PDU]"
"11081","174.378511","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=79083 Win=131072 Len=0 TSval=1226151229 TSecr=383470722"
"11082","174.378631","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=79083 Ack=1615 Win=33280 Len=1440 TSval=383470722 TSecr=1226151206 [TCP segment of a reassembled PDU]"
"11083","174.378842","23.44.12.26","192.168.1.151","TCP","1506","443","53056","","443  >  53056 [ACK] Seq=161442 Ack=1570 Win=31104 Len=1440 TSval=1256861560 TSecr=1226151207 [TCP segment of a reassembled PDU]"
"11084","174.379055","23.44.12.26","192.168.1.151","TLSv1.3","1506","443","53056","","Application Data [TCP segment of a reassembled PDU]"
"11085","174.379085","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=164322 Win=129600 Len=0 TSval=1226151229 TSecr=1256861560"
"11086","174.379289","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=80523 Ack=1615 Win=33280 Len=1440 TSval=383470722 TSecr=1226151211 [TCP segment of a reassembled PDU]"
"11087","174.379326","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=81963 Win=129600 Len=0 TSval=1226151229 TSecr=383470722"
"11088","174.379479","23.44.12.26","192.168.1.151","TLSv1.3","1506","443","53058","","Application Data [TCP segment of a reassembled PDU]"
"11089","174.379538","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=83403 Win=131072 Len=0 TSval=1226151230 TSecr=383470722"
"11090","174.379683","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=83403 Ack=1615 Win=33280 Len=1440 TSval=383470722 TSecr=1226151211 [TCP segment of a reassembled PDU]"
"11091","174.379891","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=84843 Ack=1615 Win=33280 Len=1440 TSval=383470722 TSecr=1226151211 [TCP segment of a reassembled PDU]"
"11092","174.379918","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=86283 Win=129600 Len=0 TSval=1226151230 TSecr=383470722"
"11093","174.380093","23.44.12.26","192.168.1.151","TLSv1.3","1506","443","53058","","Application Data [TCP segment of a reassembled PDU]"
"11094","174.380135","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=87723 Win=131072 Len=0 TSval=1226151230 TSecr=383470722"
"11095","174.384440","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=87723 Ack=1615 Win=33280 Len=1440 TSval=383470722 TSecr=1226151212 [TCP segment of a reassembled PDU]"
"11096","174.384648","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=89163 Ack=1615 Win=33280 Len=1440 TSval=383470722 TSecr=1226151212 [TCP segment of a reassembled PDU]"
"11097","174.384695","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=90603 Win=129600 Len=0 TSval=1226151234 TSecr=383470722"
"11098","174.384893","23.44.12.26","192.168.1.151","TLSv1.3","1506","443","53058","","Application Data [TCP segment of a reassembled PDU]"
"11099","174.384949","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=92043 Win=131072 Len=0 TSval=1226151234 TSecr=383470722"
"11100","174.385065","23.218.154.86","192.168.1.151","TLSv1.3","1506","443","53055","","Application Data [TCP segment of a reassembled PDU]"
"11101","174.385295","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=179316 Ack=6988 Win=53760 Len=1440 TSval=2356706054 TSecr=1226151212 [TCP segment of a reassembled PDU]"
"11102","174.385333","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=180756 Win=129600 Len=0 TSval=1226151234 TSecr=2356706054"
"11103","174.385484","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=180756 Ack=6988 Win=53760 Len=1440 TSval=2356706054 TSecr=1226151212 [TCP segment of a reassembled PDU]"
"11104","174.385531","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=182196 Win=131072 Len=0 TSval=1226151235 TSecr=2356706054"
"11105","174.385688","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=92043 Ack=1615 Win=33280 Len=1440 TSval=383470722 TSecr=1226151212 [TCP segment of a reassembled PDU]"
"11106","174.385903","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=93483 Ack=1615 Win=33280 Len=1440 TSval=383470722 TSecr=1226151212 [TCP segment of a reassembled PDU]"
"11107","174.385926","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=94923 Win=129600 Len=0 TSval=1226151235 TSecr=383470722"
"11108","174.386103","23.44.12.26","192.168.1.151","TLSv1.3","1506","443","53058","","Application Data [TCP segment of a reassembled PDU]"
"11109","174.386146","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=96363 Win=131072 Len=0 TSval=1226151235 TSecr=383470722"
"11110","174.387606","23.44.12.26","192.168.1.151","TCP","1506","443","53058","","443  >  53058 [ACK] Seq=96363 Ack=1615 Win=33280 Len=1440 TSval=383470722 TSecr=1226151212 [TCP segment of a reassembled PDU]"
"11111","174.387747","23.44.12.26","192.168.1.151","TLSv1.3","868","443","53058","","Application Data"
"11112","174.387783","192.168.1.151","23.44.12.26","TCP","66","53058","443","","53058  >  443 [ACK] Seq=1615 Ack=98605 Win=130240 Len=0 TSval=1226151237 TSecr=383470722"
"11113","174.387990","23.44.12.26","192.168.1.151","TCP","1506","443","53056","","443  >  53056 [ACK] Seq=164322 Ack=1570 Win=31104 Len=1440 TSval=1256861560 TSecr=1226151208 [TCP segment of a reassembled PDU]"
"11114","174.388062","192.168.1.151","23.44.12.26","TCP","66","53056","443","","53056  >  443 [ACK] Seq=1697 Ack=165762 Win=131072 Len=0 TSval=1226151237 TSecr=1256861560"
"11115","174.388149","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=182196 Ack=6988 Win=53760 Len=1440 TSval=2356706055 TSecr=1226151214 [TCP segment of a reassembled PDU]"
"11116","174.388366","23.218.154.86","192.168.1.151","TLSv1.3","1506","443","53055","","Application Data [TCP segment of a reassembled PDU]"
"11117","174.388401","192.168.1.151","23.218.154.86","TCP","66","53055","443","","53055  >  443 [ACK] Seq=6988 Ack=185076 Win=129600 Len=0 TSval=1226151237 TSecr=2356706055"
"11118","174.388581","23.218.154.86","192.168.1.151","TCP","1506","443","53055","","443  >  53055 [ACK] Seq=185076 Ack=6988 Win=53760 Len=1440 TSval=2356706055 TSecr=1226151214 [TCP segment of a reassembled PDU]"
